ID,ID JUEGO,TEMA ,SUBTEMA,TEXTO INTRODUCTORIO,PREGUNTA,RESPUESTAS A,RESPUESTA B,RESPUESTA C,RESPUESTA CORRECTA,TEXTO FINAL,CALIFICACIÓN 1-5
,416,Ecología y ambiente,agua,"La sobreexplotación de los recursos naturales es uno de los mayores desafíos que enfrentamos en la actualidad, y tiene un impacto negativo en la biodiversidad y en las comunidades locales.",¿Qué porcentaje de los peces del mundo están sobreexplotados o en peligro de extinción?,34 %,50 %,75 %,A,"Según el informe más reciente de la Organización de las Naciones Unidas para la Agricultura y la Alimentación (FAO), aproximadamente el 34.2% de las poblaciones de peces del mundo se encuentran sobreexplotadas o en estado de agotamiento, lo que significa que están siendo capturadas a un ritmo insostenible.",2
,421,Ecología y ambiente,contaminación,EI equilibrio ecológico es el estado de regulación continua de los diferentes mecanismos de interacción entre los componentes de un ecosistema.,¿Que función aporta el suelo para el equilibrio ecológico?,El suelo consume menos de lo que produce,El suelo proporciona nutrientes y soporte para las plantas,El suelo se mantiene artificialmente,B,"La función del suelo en un ecosistema es proporcionar nutrientes y soporte para las plantas, así como actuar como un sistema de filtración para el agua. Es esencial para el funcionamiento saludable del ecosistema, al proporcionar los recursos necesarios para el crecimiento de las plantas y albergar una variedad de microorganismos que contribuyen a la descomposición de la materia orgánica.",3
,422,Ecología y ambiente,,"La deforestación es una de las principales causas de la pérdida de biodiversidad en el planeta, pero también tiene un impacto significativo en el clima y el ambiente. ",¿Qué porcentaje de las emisiones de gases de efecto invernadero se atribuyen a la deforestación?,1 %,5 %,15 %,C,"Según el Programa de las Naciones Unidas para el Medio Ambiente (PNUMA), se estima que la deforestación y la degradación forestal contribuyen aproximadamente al 10-15% de las emisiones mundiales de gases de efecto invernadero. Estas emisiones se generan principalmente por la liberación de dióxido de carbono (CO2) almacenado en los árboles y la pérdida de la capacidad de los bosques para absorber el CO2 atmosférico.",5
,423,Ecología y ambiente,tala,"Los bosques son importantes reguladores del clima y albergan una gran biodiversidad de plantas y animales. Sin embargo, la deforestación y la tala ilegal están degradando estos ecosistemas a un ritmo alarmante.",¿Cuál es la principal causa de la deforestación a nivel mundial?,La expansión agrícola,La urbanización,La minería,A,"La promoción de prácticas agrícolas sostenibles, como la agroforestería y la agricultura de conservación, puede ayudar a reducir la necesidad de deforestar para la expansión agrícola y minimizar los impactos negativos en el ambiente.",4
,424,Ecología y ambiente,basura espacial,La basura espacial es un problema grave que amenaza nuestra capacidad de explorar y utilizar el espacio.,¿Cuál de las siguientes opciones es una consecuencia importante de la basura espacial?,El deterioro de la calidad del aire en la Tierra,El aumento del riesgo de colisiones en el espacio,La pérdida de biodiversidad en los océanos,B,"La basura espacial, que incluye fragmentos de satélites desactivados, etapas de cohetes y otros restos, se mueve a altas velocidades en el espacio y puede representar un peligro para las naves espaciales en funcionamiento, satélites operativos y la Estación Espacial Internacional.",3
,425,Ecología y ambiente,ecosustentabilidad,La ecosustentabilidad se enfoca en la creación de sistemas que promuevan la supervivencia y el bienestar de todas las especies y comunidades en un ecosistema.,¿Cuál de las siguientes acciones puede poner en peligro la ecosustentabilidad de un ecosistema?,La protección de especies en peligro de extinción,El uso de técnicas agrícolas sostenibles,La contaminación del aire y del agua,C,"Para lograr la ecosustentabilidad, es fundamental abordar la contaminación del aire y del agua mediante prácticas de gestión ambiental, regulaciones efectivas y la adopción de tecnologías limpias. La reducción de la contaminación contribuye a la salud de los ecosistemas y a la calidad de vida de las comunidades que dependen de ellos.",1
,426,Ecología y ambiente,plásticos,"El plástico no solo contamina los océanos, sino también los cuerpos de agua dulce, dañando la vida silvestre y los ecosistemas.",¿Qué país tiene el mayor problema de contaminación por plástico en agua dulce?,Estados Unidos,China,Indonesia,B,"El río Citarum en Indonesia ha sido objeto de preocupación debido a su alta concentración de residuos plásticos, desechos industriales y domésticos, lo que ha tenido un impacto negativo en la salud de las comunidades locales y en el ecosistema en general.",3
,431,Ecología y ambiente,ecosistema,Los manglares son un ecosistema vital que albergan una gran variedad de vida marina y terrestre.,¿Cuál es la función principal de los manglares?,Regular el clima,Proteger la costa de la erosión,Proporcionar agua dulce.,B,"La función principal de los manglares es actuar como zonas de amortiguamiento costero y hábitats críticos para una variedad de especies marinas y aves. Además, ayudan a prevenir la erosión costera, purifican el agua y almacenan carbono atmosférico.",2
,432,Ecología y ambiente,combustibles fósiles,"Los combustibles fósiles, como el petróleo y el gas natural, son una importante fuente de energía pero también generan problemas ambientales.",¿Qué se emite al quemar combustibles fósiles contribuyendo al cambio climático?,Agua,Dióxido de carbono,Oxígeno,B,El CO2 es uno de los principales gases de efecto invernadero responsables del cambio climático. Su acumulación en la atmósfera contribuye al aumento de las temperaturas globales y al cambio en los patrones climáticos.,4
,433,Ecología y ambiente,permacultura,La permacultura es un sistema de diseño basado en la naturaleza y la observación de los ecosistemas.,¿Cuál es uno de los principios fundamentales de la permacultura?,Aprovechar mejor los recursos naturales a partir de practicas sostenibles,Promover el consumo excesivo de recursos,Obtener una rentabilidad económica inmediata,A,"Uno de los principios fundamentales de la permacultura es el diseño y manejo de sistemas sostenibles que aprovechan de manera eficiente los recursos naturales disponibles, minimizando el desperdicio y promoviendo la sostenibilidad a largo plazo.",4
,434,Ecología y ambiente,agua,La acidificación del océano está afectando severamente la fauna marina y está relacionado directamente con los fenómenos producidos por la contaminación ambiental. ,¿Qué es la acidificación del océano?,El aumento de la salinidad del agua del mar debido a la evaporación,La disminución del pH del agua del mar debido a la absorción de dióxido de carbono de la atmósfera,La formación de corales en el fondo del mar,B,"La acidificación del océano es un proceso que ocurre cuando el dióxido de carbono (CO2) de la atmósfera se disuelve en el agua del mar, formando ácido carbónico. Este proceso es una consecuencia directa de las emisiones de CO2 causadas por la actividad humana, como la quema de combustibles fósiles y la deforestación.",4
,435,Ecología y ambiente,desastres,Los desastres nucleares pueden tener consecuencias a largo plazo en la salud humana y el ambiente.,¿Cuál de los siguientes elementos es un subproducto común de la fisión nuclear y puede permanecer radiactivo durante miles de años?,Uranio ,Plutonio ,Cesio,B,El plutonio es un subproducto común de la fisión nuclear y es altamente radiactivo. Tiene una vida media de más de 24.000 años.,4
,436,Ecología y ambiente,,Se han firmado importantes convenios para la preservación del medio marino. ,¿Cuál es el nombre del tratado internacional que busca prevenir y controlar la contaminación marina causada por los buques?,Convenio de Estocolmo,Convención de las Naciones Unidas sobre el Derecho del Mar,Convenio Internacional para la Prevención de la Contaminación por los Buques (MARPOL),C,El Convenio Internacional para la Prevención de la Contaminación por los Buques (MARPOL) es un tratado internacional que busca prevenir y controlar la contaminación marina mediante la regulación de la descarga de sustancias contaminantes.,5
,441,Ecología y ambiente,energías renovables,Las energías renovables son una gran opción para beneficiar a nuestro planeta y disminuir los niveles de CO2 en la atmósfera. ,"¿Qué se entiende por el término ""energía renovable""?",La energía que se obtiene a partir de combustibles fósiles,"La energía que se obtiene a partir de recursos que no se agotan, como la luz solar y el viento",La energía que se obtiene a partir de la fisión del átomo,B,"La energía renovable se obtiene a partir de fuentes naturales que son inagotables a escala humana y no se agotan con el uso continuo. (Energía solar, energía eólica, energía hidroeléctrica, biomasa y geotérmica).",3
,442,Ecología y ambiente,,"El accidente nuclear de Chernobyl en 1986 liberó una gran cantidad de radiación en la atmósfera, afectando gravemente la salud de las personas y el ambiente en la región.",¿En qué país ocurrió el accidente nuclear de Chernobyl en 1986?,Rusia,Ucrania,Bielorrusia,B,"Chernobyl es una ciudad ubicada en el norte de Ucrania, cerca de la frontera con Bielorrusia. El desastre ocurrió el 26 de abril de 1986 en la planta de energía nuclear de Chernobyl, específicamente en el reactor número 4.",5
,443,Ecología y ambiente,alimentos,La biotecnología ha tenido un impacto positivo en la vida cotidiana como la producción de alimentos más seguros y saludables.,¿Cuál de los siguientes productos contribuyen a la salud humana?,Azúcar,Probióticos,Sal,B,"Los probióticos como Lactobacillus y Bifidobacterium, son microorganismos beneficiosos que ayudan a mejorar la salud intestinal. Los alimentos con probióticos son un tipo de suplemento alimenticio que contribuye a la salud humana.",4
,444,Ecología y ambiente,ecosustentabilidad,La ecosustentabilidad es fundamental para el futuro del planeta y sus habitantes.,¿Qué papel juegan las energías renovables en la promoción de la ecosustentabilidad?,No son importantes para la ecosustentabilidad,Son una parte importante de la solución a los problemas ambientales,Son más costosas que las energías fósiles,B,"Las energías renovables, como la solar y la eólica, son una parte importante de la solución para la sostenibilidad a largo plazo. Su impacto positivo en el ambiente y la salud humana las hace valiosas.",1
,445,Ecología y ambiente,agua,"Los océanos son fundamentales para el equilibrio de los ecosistemas y la regulación del clima. Sin embargo, la contaminación por plásticos está causando graves problemas para la vida marina y la salud humana.",¿Cuál es la principal fuente de contaminación por plásticos en los océanos?,La pesca,La industria de la moda,Los residuos urbanos,C,"Los plásticos desechados de manera incorrecta, son una de las principales fuentes de contaminación por plásticos en los océanos. Una vez allí, estos plásticos se fragmentan en pequeñas partículas conocidas como microplásticos, que pueden tener impactos graves en la vida marina y en los ecosistemas marinos en general.",3
,446,Ecología y ambiente,biodigestión,"Existen tipos de tecnologías con un gran potencial para el cuidado del ambiente que permiten disminuir la cantidad de desechos vertidos a los ecosistemas, produciendo además, una fuente de energía limpia.",¿Cómo se llama el sistema de degradación de desechos orgánicos?,Biodescodificación,Biodigestión,Bioluminiscencia,B,"La biodigestión disminuye el potencial contaminante de los excrementos de origen animal y humano, mediante la fermentación anaerobia de los microorganismos, obteniéndose como producto gas metano (Biogás) y un subproducto líquido, denominado bioabono (Biol), el cual puede ser utilizado como fertilizante ya que es rico en altos niveles de nitratos inorgánicos(NO3), potasio(K) y fósforo (P).",3
,451,Ecología y ambiente,desastres,Los desastres naturales son eventos repentinos que pueden causar daños graves e irreparables al ambiente y a las comunidades.,¿Cuál es el nombre del fenómeno meteorológico que puede causar inundaciones y deslizamientos de tierra?,Huracán,Lluvia ácida,Tormenta eléctrica,A,Un huracán es un ciclón tropical con vientos extremadamente fuertes y lluvias intensas que pueden causar inundaciones y deslizamientos de tierra en su trayectoria. Los huracanes se forman sobre los océanos y son comunes en las zonas tropicales y subtropicales.,5
,452,Ecología y ambiente,,La producción de carne también requiere grandes extensiones de tierra para el pastoreo y la producción de alimentos para el ganado.,¿Cuál es el principal gas de efecto invernadero producido por la industria ganadera?,Metano,Dióxido de carbono,Óxido nitroso,A,"La digestión del ganado produce grandes cantidades de metano, que es un gas de efecto invernadero mucho más potente que el dióxido de carbono.",5
,453,Ecología y ambiente,,Muchas tribus indígenas de todas partes del mundo se han proclamado en contra de los avances de las sociedades modernas por considerarlas responsables de los daños ocasionados al planeta. ,¿Qué tribu indígena de la región amazónica lidera la lucha contra la deforestación y la minería ilegal?,Los Yanomami,Los Ashaninka,Los Kayapó,A,La tribu indígena que lidera la lucha contra la deforestación y la minería ilegal en la región amazónica es la tribu Yanomami. Fuente: Survival International.,5
,454,Ecología y ambiente,agua,"Los océanos cubren más del 70% de la superficie de la Tierra, pero todavía hay mucho que desconocemos sobre ellos.",¿Cuál de las siguientes afirmaciones es verdadera sobre los ecosistemas oceánicos?,El agua salada impide la existencia de vida acuática,El fitoplancton es una fuente importante de oxígeno en la Tierra,El aumento del pH del océano no afecta a los organismos marinos,B,"Aunque es microscópico y apenas visible a simple vista, el fitoplancton desempeña un papel crucial en la producción de oxígeno en los océanos y en la atmósfera.",5
,455,Ecología y ambiente,,El deshielo de los cascos polares tiene un impacto directo en el nivel del mar y en el clima mundial.,¿Qué pasaría si se derritiera completamente el Casco Polar Antártico?,El nivel del mar aumentaría en más de 60 metros,El clima mundial no se vería afectado,La biodiversidad no sufriría cambios,A,"El deshielo completo del Casco Polar Antártico elevaría el nivel del mar en más de 60 metros, lo que tendría graves consecuencias para las zonas costeras de todo el mundo, como inundaciones de áreas densamente pobladas, generando una crisis humanitaria y ambiental de proporciones catastróficas.
",5
,456,Ecología y ambiente,contaminación ,"Las abejas forman parte de la biodiversidad de la que todos dependemos para sobrevivir. Proporcionan alimentos de alta calidad como miel, jalea real y polen; y otros productos como la cera de abeja, el propóleo y el veneno de abeja.",¿Cuál es uno de los riesgos asociados a la extinción de abejas y otros polinizadores?,La falta de agua,La escasez de alimentos,La contaminación del aire,B,"Las abejas desempeñan un papel crucial en la polinización de muchas plantas cultivadas, incluidas frutas, verduras y cultivos comerciales. Sin la polinización adecuada, la producción de alimentos se vería gravemente afectada, lo que podría resultar en escasez de alimentos y aumentos en los precios de los productos agrícolas.",5
,461,Ecología y ambiente,,La producción de carne es una de las principales causas de la pérdida de biodiversidad y la extinción de especies en todo el mundo.,¿Cuántas especies animales se pierden cada año debido a la producción de carne?,100 especies,1.000 especies,50.000 especies,B,"La producción de carne requiere grandes extensiones de tierra para la cría de ganado y el cultivo de piensos, lo que conduce a la deforestación y destrucción de hábitats naturales. Esto reduce la disponibilidad de áreas para la vida silvestre y provoca la pérdida de especies vegetales y animales. Además, la sobreexplotación de recursos naturales, como el agua y los nutrientes del suelo, para la producción de carne también afecta negativamente a los ecosistemas. ",5
,462,Ecología y ambiente,conciencia,"Los productos biológicos en la agricultura son elaborados a partir de organismos naturales, tales como hongos, bacterias, ácaros o extractos de plantas.",¿Para qué son utilizados estos productos biológicos?,Reducir la producción de alimentos,Producir agrotóxicos,Reducir el uso de químicos tradicionales en alimentos.,C,"Los productos biológicos en la agricultura son derivados de organismos naturales que se utilizan para producir más alimentos, reduciendo el uso de químicos tradicionales. Ésto disminuye el impacto ambiental.",4
,463,Ecología y ambiente,Tratados internacionales,Las principales potencias del mundo han firmado importantes acuerdos relacionados a la problemática de la contaminación ambiental.,¿Cuál es el objetivo del protocolo de Kioto?,Aumentar la emisión de gases de efecto invernadero en países en desarrollo,Reducir la emisión de gases de efecto invernadero en países desarrollados,Fomentar el uso de combustibles fósiles en todo el mundo,B,El Protocolo de Kioto es un acuerdo internacional que tiene como objetivo principal combatir el cambio climático al reducir las emisiones de gases de efecto invernadero que contribuyen al calentamiento global.,3
,464,Ecología y ambiente,,Los protocolos ambientales establecen acuerdos e iniciativas orientadas a la regulación de diferentes problemas ambientales que afectan tanto a la salud de las personas como a la supervivencia del resto de seres vivos y sus hábitats.,¿Cuál es el término que se utiliza para describir los residuos electrónicos?,E-desperdicio,Basura electrónica,Desechos químicos,B,"Cuando los dispositivos electrónicos desechados se depositan en vertederos o se incineran de manera inadecuada, pueden liberar sustancias químicas peligrosas como plomo, mercurio, cadmio y bromo, que pueden filtrarse en el suelo, el agua y el aire, causando la contaminación de ecosistemas naturales y poniendo en peligro la salud de los seres vivos.",5
,465,Ecología y ambiente,,"El monocultivo es un sistema agrícola donde se cultiva una sola especie vegetal en grandes extensiones de terreno, generando impactos ambientales significativos.",¿Cuál es el principal problema ambiental que genera el monocultivo?,Reducción de la biodiversidad,Aumento de la calidad del suelo,Disminución de la necesidad de pesticidas,A,"La falta de variedad en el cultivo provoca la pérdida de la biodiversidad, ya que se elimina la flora y fauna nativa del área.",5
,466,Ecología y ambiente,contaminación,"El ozono se encuentra en la atmósfera terrestre y es esencial para la vida en la Tierra. El exceso de emisiones de gases que contienen cloro y bromo, como los CFC, ha dañado la capa de ozono, lo que puede provocar graves consecuencias para el planeta.",¿Qué es el ozono y por qué es importante para la vida en la Tierra?,Un gas tóxico para los humanos y los animales,Una molécula formada por tres átomos de oxígeno que protege a la Tierra de la radiación UV del sol,Un gas que contribuye al calentamiento global,B,La capa de ozono es esencial para mantener la vida en la Tierra ya que la protege de los rayos ultravioleta del sol.,5
,511,Ecología y ambiente,contaminación,El ozono es un gas que se encuentra en la atmósfera superior de la Tierra y protege la vida de la exposición a la radiación.,¿Qué tipo de radiación absorbe el ozono?,Radiación infrarroja,Radiación gamma,Radiación ultravioleta,C,"La capa de ozono se encuentra en la estratosfera de la atmósfera terrestre y actúa como un escudo protector que absorbe la radiación ultravioleta (UV) del sol. Cuando la capa de ozono se deteriora, permite que niveles más altos de radiación UV lleguen a la superficie de la Tierra, lo que puede tener varios efectos adversos para la salud.",5
,512,Ecología y ambiente,,La migración de las aves consiste en los viajes estacionales regulares realizados por muchas especies de aves.,¿Cuál de las siguientes aves es conocida por migrar más lejos?,Colibrí,Albatros,Flamenco,B,"El albatros es conocido por migrar más lejos que cualquier otra especie de ave, viajando más de 15,000 kilómetros por año.",5
,513,Ecología y ambiente,,"De las más de 138.000 especies que han sido evaluadas por la Unión Internacional para la Conservación de la Naturaleza (IUCN), un total de 581 han desaparecido de los hábitats de todo el mundo desde el inicio del siglo XXI.",¿Qué especie de animal fue declarada extinta en 2018 después de que la última hembra muriera en Kenia?,Rinoceronte Blanco del Norte,Tigre de Tasmania,Canguro de la isla de Bampton,A,"En marzo de 2018, murió Sudán, el último macho de rinoceronte blanco del norte, lo que dejó a la especie sin posibilidades de reproducción natural. Las dos últimas hembras vivas, Najin y Fatu, se encuentran bajo cuidado en la reserva de Ol Pejeta, Kenia, pero no pueden reproducirse de manera natural.",5
,514,Ecología y ambiente,conciencia,Los bioplásticos son una gran familia de materiales con diferentes propiedades y aplicaciones.,¿En qué se diferencian los bioplásticos de los plásticos convencionales?,No provienen del petróleo,En el tamaño,Provienen del petróleo,A,"Un material se define como bioplástico si es de base biológica, es biodegradable o presenta ambas propiedades. Son indispensables para el cuidado del ambiente.",1
,515,Ecología y ambiente,,El Tratado Antártico es un acuerdo internacional que regula la actividad humana en la Antártida.,¿En qué año se firmó el Tratado Antártico?,1959,1975,1991,A,"El Tratado Antártico, firmado en 1959, establece a la Antártida como una zona de paz y cooperación científica internacional, y prohíbe la realización de actividades militares y la disposición de desechos nucleares en el continente.",5
,516,Ecología y ambiente,agua,"Los océanos son vitales para la vida en la tierra, en ellos conviven millones de especies, muchas de ellas aún sin descubrir.",¿Cuál es la criatura más grande del océano?,Ballena azul,Tiburón blanco,Medusa gigante,A,La ballena azul (Balaenoptera musculus) es la criatura más grande del océano y de la Tierra en general. Puede alcanzar longitudes de hasta 30 metros o más y pesar más de 200 toneladas.,3
,521,Ecología y ambiente,ecosistema,"Este gran simio es uno de los animales más cercanos al ser humano. Desafortunadamente, su población está disminuyendo rápidamente debido a la caza furtiva y la pérdida de su hábitat natural.",¿De qué animal estamos hablando?,Mono Titi,Gorila,Orangután,B,"Los gorilas son parientes cercanos de los seres humanos, ya que compartimos un ancestro común en la evolución. Lamentablemente, los gorilas enfrentan amenazas significativas como la caza furtiva y la pérdida de su hábitat debido a la deforestación y la expansión humana. Esto ha llevado a una disminución preocupante de sus poblaciones en la naturaleza, y es esencial tomar medidas para proteger a estas especies en peligro de extinción.",3
,522,Ecología y ambiente,contaminación,"Los agrotóxicos utilizados en la agricultura pueden tener efectos negativos sobre la fauna silvestre, afectando la biodiversidad y el equilibrio ecológico de los ecosistemas.",¿Qué especie animal es considerada uno de los principales bioindicadores de la contaminación por agrotóxicos?,Abejas,Aves ,Anfibios,C,"Los anfibios son considerados uno de los principales bioindicadores de la contaminación por agrotóxicos, ya que son muy sensibles a estas sustancias y pueden actuar como señalizadores tempranos de la contaminación del ambiente.",3
,523,Ecología y ambiente,,"La Antártida y los mares que la rodean son un importante regulador del clima a nivel global. Sin embargo, solo el 5% de su océano está protegido, lo que deja una gran superficie vulnerable a la explotación y la pesca ilegal.",¿Cuál es el nombre del tratado internacional que establece medidas para prevenir la contaminación y el deterioro del ambiente en la Antártida?,Tratado de la Antártida,Convención de las Naciones Unidas sobre el Derecho del Mar,Convenio de Basilea,A,"El Tratado de la Antártida es un tratado internacional que establece medidas para prevenir la contaminación y el deterioro del ambiente en la Antártida, garantizando que esta región se utilice solo para fines pacíficos y de investigación. ",5
,524,Ecología y ambiente,energías renovables,"La energía solar es una de las fuentes de energía renovable más populares y limpias disponibles en la actualidad. A medida que la tecnología ha avanzado, la eficiencia de los paneles solares ha mejorado y los costos han disminuido, lo que ha hecho que la energía solar sea cada vez más accesible y rentable.",¿Cómo se llama el proceso mediante el cual los paneles solares convierten la luz solar en energía eléctrica?,Fotosíntesis,Fermentación,Fotovoltaico,C,La energía solar fotovoltaica es el proceso mediante el cual los paneles solares convierten la luz solar en energía eléctrica. Los paneles solares están hechos de células fotovoltaicas que convierten la energía solar en energía eléctrica a través del efecto fotovoltaico.,4
,525,Ecología y ambiente,ecosistema,"Los mamíferos marinos se encuentran entre las criaturas más grandes del planeta, pero también enfrentan graves amenazas debido a la caza comercial y la contaminación del océano.",¿Cuál es el mamífero marino más grande del mundo y está en peligro de extinción debido a la caza comercial y la contaminación del océano?,Ballena Azul,Orca,Cachalote,A,"La ballena azul es el mamífero marino más grande del mundo y puede alcanzar hasta 30 metros de longitud. A pesar de su tamaño, está en peligro de extinción debido a la caza comercial en el pasado y la contaminación de los océanos en la actualidad.",3
,526,Ecología y ambiente,cambio climático,"El cambio climático es una de las mayores amenazas que enfrenta nuestro planeta en la actualidad, y se debe en gran parte a la emisión de gases de efecto invernadero como el dióxido de carbono.",¿Qué sector es responsable de la mayor parte de las emisiones de dióxido de carbono en el mundo?,Artesanía ,Energía,Turismo,B,La quema de combustibles fósiles en la industria es una de las principales fuentes de emisiones de dióxido de carbono.,4
,531,Ecología y ambiente,energías renovables,La energía eólica es una de las fuentes de energía renovable más importantes en la actualidad.,¿Cuál es la principal ventaja de la energía eólica en comparación con los combustibles fósiles?,Es más barata,Es más abundante,Es más limpia,C,"Es más limpia, ya que no emite gases de efecto invernadero ni otros contaminantes. Además, el suministro de energía eólica es prácticamente inagotable.",1
,532,Ecología y ambiente,productos químicos,La biotecnología ha tenido un impacto positivo en la vida cotidiana como la producción de productos químicos y materiales más sostenibles.,¿Qué producto de la cosmética se ha reemplazado por otros saludables para la piel?,Lauril Sulfato de Sodio,Parabenos,Derivados del Petróleo,C,"En los últimos años se han encontrado enzimas que protegen la piel de la contaminación y el sol. Además, ingredientes químicos que se obtenían del petróleo, se han reemplazado por otros, modificados genéticamente y que cumplen las mismas funciones como solvente o humectante.",5
,533,Ecología y ambiente,contaminación,La aplicación excesiva de agrotóxicos en la agricultura puede afectar negativamente la salud de las personas que trabajan en el campo y de quienes consumen los productos. Es necesario promover prácticas agrícolas más sostenibles y saludables.,¿Cuál es el principal órgano humano afectado por la exposición crónica a agrotóxicos?,Hígado ,Riñón,Pulmón,A,"La exposición crónica a agrotóxicos puede afectar negativamente el hígado ya que este órgano es responsable de metabolizar y desintoxicar sustancias químicas, provocando daños hepáticos y enfermedades como la cirrosis y el cáncer.",4
,534,Ecología y ambiente,permacultura,"Desde sus inicios a finales de los años 1970, la permacultura se ha definido como una respuesta positiva a la crisis ambiental y social que estamos viviendo.",¿Qué es la permacultura?,Sistema de monocultivo,Explotación de recursos naturales,Agricultura sostenible,C,"Es un sistema agrícola autorregulado, económico, político y social basado en patrones y características del ecosistema natural. Posee multitud de ramas como el diseño ecológico, ambiental, la ingeniería ecológica, la construcción y la gestión integrada de los recursos híbridos, que desarrolla la arquitectura sostenible, a fin de mantenerse de manera infinita gracias a que no agota la fertilidad de los suelos.",5
,535,Ecología y ambiente,,"Los acuíferos son formaciones geológicas que almacenan grandes cantidades de agua subterránea, esenciales para la supervivencia de la vida en la Tierra.",¿Cuál es el acuífero más grande del mundo?,Lago Baikal,Acuífero Areniscas y Conglomerados de Nubia,Acuífero del Sistema Acuífero Guaraní,B,"Es el mayor acuífero de agua fósil del mundo, esto es, la mayor reserva de agua subterránea no reabastecida por otras fuentes.",5
,536,Ecología y ambiente,agua,"La fumigación aérea es una técnica ampliamente utilizada en la agricultura y el control de vectores. Sin embargo, desde una perspectiva ecologista, su uso ha generado preocupaciones sobre los efectos adversos en el medio ambiente y la biodiversidad.",¿Cuál es una de las principales preocupaciones ecológicas relacionadas con la fumigación aérea?,Aumento de la eficiencia en la producción agrícola,Promoción de la biodiversidad en áreas fumigadas,Destrucción de hábitats y contaminación del agua por productos químicos,C,"Una de las principales preocupaciones ecológicas relacionadas con la fumigación aérea es la contaminación del agua y el suelo debido a la deriva de pesticidas, que puede afectar a ecosistemas cercanos y a la biodiversidad. Fuente: Organización Mundial de la Salud (OMS).",3
,541,Ecología y ambiente,,La energía nuclear se genera a partir de la fisión del átomo en las centrales nucleares. Este proceso libera una gran cantidad de energía en forma de calor.,¿Para qué se utiliza la energía nuclear?,Generar agua potable,Generar combustible,Generar electricidad,C,"La energía nuclear se utiliza para generar electricidad. Sin embargo, la generación de energía nuclear también tiene riesgos asociados, como los desechos radioactivos y los accidentes nucleares.",5
,542,Ecología y ambiente,biodiversidad,La biodiversidad es fundamental para mantener un equilibrio saludable en el planeta.,¿Cuántas especies de animales se han extinguido en los últimos 50 años a nivel mundial?,340,680,50,B,"En los últimos 50 años, se estima que se han extinguido al menos 680 especies de animales a nivel mundial. Esta cifra alarmante es resultado de múltiples factores, incluyendo la destrucción de hábitats, la caza furtiva, la contaminación y el cambio climático. La pérdida de estas especies representa una disminución significativa en la biodiversidad del planeta",2
,543,Ecología y ambiente,agricultura,"Masanobu Fukuoka ideó un sistema de cultivo basado en respetar, e incluso potenciar, los ciclos naturales, asegurando una mejor calidad del crecimiento de las plantas.",¿Cómo se denomina el sistema de cultivo ideado por Fukuoka?,Agricultura intensiva,Agricultura natural,Agricultura industrial,B,"También conocido como Método Fukuoka. Principios: No arar, no usar abonos ni fertilizantes, no usar pesticidas, no podar, sembrar mediante bolas de arcilla. A través de sencillas intervenciones en el momento adecuado, permite reducir considerablemente el tiempo de trabajo.",4
,544,Ecología y ambiente,reciclaje,"En las regiones tropicales y subtropicales, se encuentra un tipo de ecosistema excepcionalmente rico en biodiversidad y exuberante vegetación. Este entorno se distingue por su clima cálido y húmedo, proporcionando un hábitat único para una amplia variedad de especies vegetales y animales.",¿Cómo se denomina este tipo de ecosistema?,Selva macrotérmica,Selva fría,Selva templada,A,"Estas selvas, como las de la Amazonía, son ricas en biodiversidad y juegan un papel crucial en la regulación del clima global. Además, actúan como importantes sumideros de carbono, ayudando a mitigar los efectos del cambio climático.",3
,545,Ecología y ambiente,minería,La explotación minera es una de las actividades humanas más importantes y degradantes del ambiente.  ,¿Cuál es el impacto negativo de la explotación minera?,Implica la eliminación de grandes extensiones de bosques y la contaminación del agua y del aire,Promueve la conservación de la flora y fauna,Mejora la calidad del aire y del agua,A,"Además, la explotación minera suele provocar la alteración de los ecosistemas y la desaparición de especies animales y vegetales.",4
,546,Ecología y ambiente,,El Acuerdo de París es un tratado internacional que busca limitar el aumento de la temperatura global a menos de 2 grados Celsius por encima de los niveles preindustriales. ,¿Qué medidas se establecen en este acuerdo?,Prohibición del uso de automóviles en áreas urbanas,Reducción de las emisiones de gases de efecto invernadero.,Establecimiento de una moneda internacional única.,B,"Además, se establece un mecanismo de revisión global para garantizar que los países estén cumpliendo con sus compromisos.",5
,551,Ecología y ambiente,tala,La deforestación es una amenaza para los ecosistemas y el clima global.,¿Por qué es importante la selva amazónica?,Es el pulmón del planeta,Es una importante zona de turismo y comercio,Es una importante fuente de madera y recursos para la industria maderera,A,La selva amazónica es vital para la regulación del clima global y la producción de oxígeno.,5
,552,Ecología y ambiente,basura espacial,"La basura espacial es un problema cada vez más grave para la seguridad de las misiones espaciales. Desde que el ser humano comenzó a lanzar satélites y cohetes al espacio, ha dejado toneladas de desechos que orbitan nuestro planeta a una velocidad de 28.000 kilómetros por hora.",¿Cuál es el país que ha enviado mayor cantidad de satélites al espacio?,China,Rusia,Estados Unidos,C,"Otros países como China y Rusia también han lanzado una gran cantidad de satélites, pero Estados Unidos sigue siendo el líder en términos de cantidad total.",5
